open_time,close,proba,position,ret_1,cost,strategy_ret,equity,benchmark_equity
2025-07-06 00:00:00+00:00,2512.85,0.5182582552410224,0,0.0,0.0,0.0,1.0,1.0
2025-07-06 00:15:00+00:00,2515.58,0.48481374706213926,0,0.0010864158226715492,0.0,0.0,1.0,1.0010864158226715
2025-07-06 00:30:00+00:00,2517.57,0.47558807039849543,0,0.0007910700514395241,0.0,0.0,1.0,1.0018783453051319
2025-07-06 00:45:00+00:00,2519.01,0.44277365338950797,0,0.0005719801236907518,0.0,0.0,1.0,1.0024513998050026
2025-07-06 01:00:00+00:00,2515.63,0.5083295542833277,0,-0.0013417969757960613,0.0,-0.0,1.0,1.0011063135483618
2025-07-06 01:15:00+00:00,2513.19,0.5221817711201062,0,-0.0009699359603757562,0.0,-0.0,1.0,1.000135304534692
2025-07-06 01:30:00+00:00,2516.04,0.507040335692525,0,0.001134016926694681,0.0,0.0,1.0,1.0012694748990192
2025-07-06 01:45:00+00:00,2516.65,0.4924738169500536,0,0.00024244447624055532,0.0,0.0,1.0,1.0015122271524368
2025-07-06 02:00:00+00:00,2518.99,0.47756522769735243,0,0.0009298074821686431,0.0,0.0,1.0,1.0024434407147265
2025-07-06 02:15:00+00:00,2514.37,0.5143805241671779,0,-0.00183406841630962,0.0,-0.0,1.0,1.0006048908609748
2025-07-06 02:30:00+00:00,2515.07,0.5188062517098733,0,0.00027839975819010654,0.0,0.0,1.0,1.0008834590206344
2025-07-06 02:45:00+00:00,2512.02,0.5220388868403736,0,-0.0012126899052512519,0.0,-0.0,1.0,0.9996696977535471
2025-07-06 03:00:00+00:00,2513.01,0.5081339426482153,0,0.00039410514247517625,0.0,0.0,1.0,1.0000636727222083
2025-07-06 03:15:00+00:00,2508.84,0.5195068775798832,0,-0.001659364666276697,0.0,-0.0,1.0,0.9984042023996662
2025-07-06 03:30:00+00:00,2511.07,0.5128460454833775,0,0.000888857001642096,0.0,0.0,1.0,0.999291640965438
2025-07-06 03:45:00+00:00,2513.77,0.49892344429123137,0,0.0010752388424057902,0.0,0.0,1.0,1.0003661181526955
2025-07-06 04:00:00+00:00,2516.2,0.48014053620812813,0,0.0009666755510646663,0.0,0.0,1.0,1.0013331476212273
2025-07-06 04:15:00+00:00,2510.87,0.5228565135667373,0,-0.002118273587155217,0.0,-0.0,1.0,0.9992120500626782
2025-07-06 04:30:00+00:00,2512.18,0.5165720979228008,0,0.0005217315113885679,0.0,0.0,1.0,0.9997333704757551
2025-07-06 04:45:00+00:00,2511.13,0.5132459504440026,0,-0.000417963680946265,0.0,-0.0,1.0,0.9993155182362662
2025-07-06 05:00:00+00:00,2509.93,0.5210307330516017,0,-0.0004778725115786031,0.0,-0.0,1.0,0.9988379728197071
2025-07-06 05:15:00+00:00,2511.4,0.5211308413670541,0,0.0005856737040477178,0.0,0.0,1.0,0.9994229659549919
2025-07-06 05:30:00+00:00,2509.22,0.5248696513183652,0,-0.0008680417297126652,0.0,-0.0,1.0,0.9985554251149098
2025-07-06 05:45:00+00:00,2509.81,0.5284494083391813,0,0.00023513283012266406,0.0,0.0,1.0,0.9987902182780514
2025-07-06 06:00:00+00:00,2514.0,0.4879594036621138,0,0.0016694490818029983,0.0,0.0,1.0,1.0004576476908695
2025-07-06 06:15:00+00:00,2519.49,0.4896579395626009,0,0.0021837708830547697,0.0,0.0,1.0,1.0026424179716262
