open_time,close,proba,position,ret_1,cost,strategy_ret,equity,benchmark_equity
2025-03-03 22:15:00+00:00,2137.19,0.5065092066030027,0,0.0,0.0,0.0,1.0,1.0
2025-03-03 22:30:00+00:00,2151.96,0.515183055158709,0,0.00691094380939461,0.0,0.0,1.0,1.0069109438093946
2025-03-03 22:45:00+00:00,2165.0,0.47784467777017353,0,0.006059592185728269,0.0,0.0,1.0,1.0130124134962264
2025-03-03 23:00:00+00:00,2151.94,0.486845529797751,0,-0.006032332563510323,0.0,-0.0,1.0,1.006901585727053
2025-03-03 23:15:00+00:00,2155.09,0.4773467904276272,0,0.0014637954589813429,0.0,0.0,1.0,1.0083754836958814
2025-03-03 23:30:00+00:00,2159.54,0.4712149146821702,0,0.0020648789609714058,0.0,0.0,1.0,1.0104576570169244
2025-03-03 23:45:00+00:00,2148.22,0.4765383368150268,0,-0.005241857062152189,0.0,-0.0,1.0,1.0051609824114844
2025-03-04 00:00:00+00:00,2153.59,0.46211995298419917,0,0.0024997439740810368,0.0,0.0,1.0,1.007673627520249
2025-03-04 00:15:00+00:00,2146.73,0.46385676575215373,0,-0.0031853788325540977,0.0,-0.0,1.0,1.004463805277023
2025-03-04 00:30:00+00:00,2130.0,0.506181450889647,0,-0.007793248335841052,0.0,-0.0,1.0,0.9966357693981353
2025-03-04 00:45:00+00:00,2123.82,0.5059297577811583,0,-0.0029014084507041904,0.0,-0.0,1.0,0.9937441219545294
2025-03-04 01:00:00+00:00,2120.32,0.5059297577811583,0,-0.0016479739337608157,0.0,-0.0,1.0,0.9921064575447204
2025-03-04 01:15:00+00:00,2120.34,0.5059630292299949,0,9.432538484732689e-06,0.0,0.0,1.0,0.9921158156270621
2025-03-04 01:30:00+00:00,2050.29,0.5116467921705394,0,-0.03303715441863109,0.0,-0.0,1.0,0.9593391322250246
2025-03-04 01:45:00+00:00,2055.65,0.5086778642333729,0,0.0026142643235835816,0.0,0.0,1.0,0.9618470982926182
2025-03-04 02:00:00+00:00,2052.41,0.5068308588952273,0,-0.0015761437987985571,0.0,-0.0,1.0,0.9603310889532519
2025-03-04 02:15:00+00:00,2054.42,0.5053067555674561,0,0.0009793364873491583,0.0,0.0,1.0,0.9612715762285996
2025-03-04 02:30:00+00:00,2058.22,0.4822837634359341,0,0.001849670466603559,0.0,0.0,1.0,0.9630496118735351
2025-03-04 02:45:00+00:00,2066.16,0.4772403584924071,0,0.0038577022864416666,0.0,0.0,1.0,0.9667647705632164
2025-03-04 03:00:00+00:00,2062.31,0.4689709346009064,0,-0.0018633600495604474,0.0,-0.0,1.0,0.9649633397124264
2025-03-04 03:15:00+00:00,2069.05,0.4719765194423966,0,0.003268179856568798,0.0,0.0,1.0,0.968117013461602
2025-03-04 03:30:00+00:00,2061.27,0.4791211536231727,0,-0.0037601797926585245,0.0,-0.0,1.0,0.9644767194306547
2025-03-04 03:45:00+00:00,2073.55,0.4947006350334335,0,0.005957492225666883,0.0,0.0,1.0,0.9702225819884995
2025-03-04 04:00:00+00:00,2083.38,0.5025801475167496,0,0.0047406621494539,0.0,0.0,1.0,0.9748220794594779
2025-03-04 04:15:00+00:00,2084.49,0.5102977126543038,0,0.0005327880655472406,0.0,0.0,1.0,0.9753414530294459
2025-03-04 04:30:00+00:00,2087.84,0.4838862933731522,0,0.0016071077337864725,0.0,0.0,1.0,0.976908931821692
2025-03-04 04:45:00+00:00,2080.97,0.49958038595964394,0,-0.0032904820292743997,0.0,-0.0,1.0,0.9736944305372951
2025-03-04 05:00:00+00:00,2093.03,0.4704068986598861,0,0.005795374272574927,0.0,0.0,1.0,0.9793373541893804
2025-03-04 05:15:00+00:00,2103.04,0.44772870920590013,0,0.0047825401451482286,0.0,0.0,1.0,0.9840210744014344
2025-03-04 05:30:00+00:00,2102.03,0.4551184033871041,0,-0.0004802571515519771,0.0,-0.0,1.0,0.9835484912431752
2025-03-04 05:45:00+00:00,2105.8,0.44724519882534564,0,0.0017935043743428913,0.0,0.0,1.0,0.9853124897645982
2025-03-04 06:00:00+00:00,2097.61,0.4697966785546295,0,-0.003889258239149096,0.0,-0.0,1.0,0.9814803550456447
2025-03-04 06:15:00+00:00,2105.81,0.4624739522119693,0,0.003909210959139209,0.0,0.0,1.0,0.9853171688057689
2025-03-04 06:30:00+00:00,2094.69,0.4657571128308212,0,-0.005280628356784223,0.0,-0.0,1.0,0.9801140750237468
2025-03-04 06:45:00+00:00,2096.71,0.4640417335152975,0,0.000964343172498161,0.0,0.0,1.0,0.9810592413402653
2025-03-04 07:00:00+00:00,2079.13,0.49529530438397057,0,-0.008384564388971283,0.0,-0.0,1.0,0.9728334869618526
2025-03-04 07:15:00+00:00,2078.07,0.4933434725677984,0,-0.0005098286302444022,0.0,-0.0,1.0,0.9723375085977389
2025-03-04 07:30:00+00:00,2075.91,0.4953198858787141,0,-0.001039426005861377,0.0,-0.0,1.0,0.971326835704828
2025-03-04 07:45:00+00:00,2079.67,0.49565793422113913,0,0.0018112538597532257,0.0,0.0,1.0,0.9730861551850802
2025-03-04 08:00:00+00:00,2082.29,0.49223410342377527,0,0.001259815259151642,0.0,0.0,1.0,0.9743120639718515
2025-03-04 08:15:00+00:00,2092.61,0.4768807535152897,0,0.004956082005868723,0.0,0.0,1.0,0.9791408344602033
2025-03-04 08:30:00+00:00,2090.16,0.4904676901850141,0,-0.0011707867208893274,0.0,-0.0,1.0,0.9779944693733368
2025-03-04 08:45:00+00:00,2097.9,0.4718446746235968,0,0.003703065794006255,0.0,0.0,1.0,0.9816160472396005
2025-03-04 09:00:00+00:00,2102.13,0.45264943306802685,0,0.002016302016301985,0.0,0.0,1.0,0.9835952816548841
2025-03-04 09:15:00+00:00,2091.15,0.48454538426699856,0,-0.005223273536841266,0.0,-0.0,1.0,0.9784576944492542
2025-03-04 09:30:00+00:00,2102.09,0.47372742447397737,0,0.005231571145063674,0.0,0.0,1.0,0.9835765654902004
2025-03-04 09:45:00+00:00,2086.6,0.4869199325696698,0,-0.007368856709275118,0.0,-0.0,1.0,0.9763287307165022
2025-03-04 10:00:00+00:00,2091.79,0.48720945960067724,0,0.002487299913735308,0.0,0.0,1.0,0.9787571530841906
2025-03-04 10:15:00+00:00,2088.14,0.4945324116731211,0,-0.0017449170327805685,0.0,-0.0,1.0,0.9770493030568183
2025-03-04 10:30:00+00:00,2096.39,0.4681303507517362,0,0.003950884519237308,0.0,0.0,1.0,0.9809095120227971
2025-03-04 10:45:00+00:00,2099.26,0.47013576264038487,0,0.0013690200773712746,0.0,0.0,1.0,0.9822523968388408
2025-03-04 11:00:00+00:00,2106.89,0.4773097036573202,0,0.003634614102111966,0.0,0.0,1.0,0.9858225052522245
2025-03-04 11:15:00+00:00,2107.51,0.4781517677232315,0,0.0002942726008479113,0.0,0.0,1.0,0.9861126058048194
2025-03-04 11:30:00+00:00,2104.66,0.4791289564152039,0,-0.001352306750620591,0.0,-0.0,1.0,0.9847790790711175
2025-03-04 11:45:00+00:00,2100.37,0.480650502560289,0,-0.002038333982686047,0.0,-0.0,1.0,0.9827717704088086
2025-03-04 12:00:00+00:00,2093.02,0.48015273375629347,0,-0.003499383441964987,0.0,-0.0,1.0,0.9793326751482094
2025-03-04 12:15:00+00:00,2085.88,0.4933074540482529,0,-0.0034113386398600953,0.0,-0.0,1.0,0.9759918397521988
2025-03-04 12:30:00+00:00,2104.42,0.47823509619240806,0,0.00888833489941887,0.0,0.0,1.0,0.9846667820830163
2025-03-04 12:45:00+00:00,2102.76,0.47582118740478835,0,-0.0007888159207761758,0.0,-0.0,1.0,0.9838900612486497
2025-03-04 13:00:00+00:00,2082.84,0.48885419746781034,0,-0.009473263710551905,0.0,-0.0,1.0,0.9745694112362502
2025-03-04 13:15:00+00:00,2058.65,0.49083833441782543,0,-0.011613950183403499,0.0,-0.0,1.0,0.9632508106438835
2025-03-04 13:30:00+00:00,2076.38,0.48479245759530937,0,0.008612440191387627,0.0,0.0,1.0,0.9715467506398596
2025-03-04 13:45:00+00:00,2063.48,0.4887593250181852,0,-0.006212735626426769,0.0,-0.0,1.0,0.9655107875294202
2025-03-04 14:00:00+00:00,2073.54,0.49151784940359733,0,0.00487525927074639,0.0,0.0,1.0,0.9702179029473287
2025-03-04 14:15:00+00:00,2064.55,0.5010620054403034,0,-0.004335580697743868,0.0,-0.0,1.0,0.9660114449347047
2025-03-04 14:30:00+00:00,2115.78,0.47530174480898685,0,0.024814124143275773,0.0,0.0,1.0,0.9899821728531397
2025-03-04 14:45:00+00:00,2077.07,0.4875569654028718,0,-0.018295853066008783,0.0,-0.0,1.0,0.9718696044806505
2025-03-04 15:00:00+00:00,2069.61,0.49187632840585094,0,-0.003591597779564526,0.0,-0.0,1.0,0.9683790397671715
2025-03-04 15:15:00+00:00,2052.7,0.4910837390262235,0,-0.008170621518063914,0.0,-0.0,1.0,0.9604667811472078
2025-03-04 15:30:00+00:00,2073.01,0.4922552994922392,0,0.009894285575096307,0.0,0.0,1.0,0.9699699137652719
2025-03-04 15:45:00+00:00,2073.79,0.487037410791271,0,0.00037626446568017613,0.0,0.0,1.0,0.9703348789766006
2025-03-04 16:00:00+00:00,2069.24,0.49951241352885833,0,-0.0021940505065605187,0.0,-0.0,1.0,0.9682059152438487
2025-03-04 16:15:00+00:00,2023.8,0.48285034180265207,0,-0.021959753339390264,0.0,-0.0,1.0,0.9469443521633552
2025-03-04 16:30:00+00:00,2039.7,0.4861234333008601,0,0.007856507560035642,0.0,0.0,1.0,0.9543840276250596
2025-03-04 16:45:00+00:00,2060.87,0.48630079990643754,0,0.010378977300583347,0.0,0.0,1.0,0.9642895577838194
2025-03-04 17:00:00+00:00,2078.28,0.49362174470554987,0,0.008447888513103852,0.0,0.0,1.0,0.9724357684623274
2025-03-04 17:15:00+00:00,2119.59,0.48077690309373533,0,0.019877013684392875,0.0,0.0,1.0,0.9917648875392462
2025-03-04 17:30:00+00:00,2120.7,0.47540290381520084,0,0.000523686184592087,0.0,0.0,1.0,0.992284261109214
2025-03-04 17:45:00+00:00,2117.9,0.47751951885642824,0,-0.0013203187626725787,0.0,-0.0,1.0,0.9909741295813668
2025-03-04 18:00:00+00:00,2141.91,0.47696100873374486,0,0.011336701449548903,0.0,0.0,1.0,1.0022085074326572
2025-03-04 18:15:00+00:00,2123.47,0.47465386573037677,0,-0.008609138572582387,0.0,-0.0,1.0,0.9935803555135485
2025-03-04 18:30:00+00:00,2134.17,0.4802923705763329,0,0.005038922141589186,0.0,0.0,1.0,0.9985869295663938
2025-03-04 18:45:00+00:00,2146.83,0.4720906656311458,0,0.00593204852471918,0.0,0.0,1.0,1.004510595688732
2025-03-04 19:00:00+00:00,2163.38,0.474292667754946,0,0.007709040771742615,0.0,0.0,1.0,1.0122544088265437
2025-03-04 19:15:00+00:00,2150.66,0.4708632573922213,0,-0.005879688265584493,0.0,-0.0,1.0,1.00630266845718
